isWon;countHitChances;countComingOut;turnCount;1;2;3;4;5;6
1;39;11;626;17;0;13;67;0;0
0;78;31;1280;16;0;15;68;0;0
0;51;23;775;34;0;8;56;0;0
0;66;29;1120;14;0;15;70;0;0
0;39;15;505;27;0;13;59;0;0
0;51;26;813;31;0;11;56;0;0
1;55;18;803;27;0;14;57;0;0
0;53;25;728;14;0;16;68;0;0
1;36;17;634;8;0;11;80;0;0
0;88;42;1420;24;0;13;60;0;0
1;54;27;892;22;0;13;63;0;0
0;69;29;934;32;0;11;56;0;0
1;46;18;736;26;1;10;61;0;0
0;86;36;1013;6;0;19;74;0;0
1;62;31;955;22;1;11;64;0;0
0;46;24;623;9;0;17;73;0;0
1;42;16;668;18;0;10;70;0;0
0;74;28;943;9;0;15;74;0;0
0;58;27;818;20;0;13;65;0;0
1;53;19;674;24;0;13;62;0;0
0;69;26;859;7;0;16;75;0;0
0;74;27;1110;15;0;11;73;0;0
0;38;17;575;16;1;12;70;0;0
1;46;22;858;23;0;12;64;0;0
0;81;35;1280;15;0;15;69;0;0
1;43;14;629;18;0;9;71;0;0
0;60;27;1020;25;0;11;63;0;0
0;51;21;823;33;0;11;54;0;0
0;47;20;864;46;0;7;45;0;0
1;82;26;1077;12;0;18;68;0;0
0;59;29;830;16;0;13;68;0;0
1;36;16;739;34;0;10;54;0;0
0;61;33;987;16;0;13;69;0;0
1;63;23;793;9;1;15;73;0;0
0;71;36;1116;21;0;13;64;0;0
1;43;16;683;28;0;11;59;0;0
0;41;20;707;27;0;7;64;0;0
1;60;26;778;15;1;16;67;0;0
0;106;45;1426;20;0;17;61;0;0
0;137;50;1752;18;0;14;66;0;0
1;51;21;822;22;0;10;65;0;0
0;48;21;664;17;0;14;67;0;0
1;60;26;981;27;0;13;57;0;0
0;63;26;923;30;1;16;52;0;0
1;60;22;772;14;0;18;67;0;0
0;50;28;724;13;0;13;72;0;0
1;39;15;555;12;1;14;71;0;0
0;84;39;1226;16;1;14;67;0;0
0;29;15;461;28;0;12;59;0;0
1;59;29;1125;16;0;13;69;0;0
0;61;21;726;14;0;17;67;0;0
1;84;31;1182;28;0;12;58;0;0
0;43;24;859;20;0;11;67;0;0
1;60;22;906;23;0;12;64;0;0
0;24;16;792;35;1;5;58;0;0
1;65;29;875;19;0;13;65;0;0
0;79;33;1077;15;0;12;70;0;0
0;70;29;935;17;0;13;67;0;0
0;58;23;856;21;0;13;64;0;0
1;69;29;827;20;0;14;64;0;0
0;39;22;753;27;0;10;61;0;0
1;44;19;637;18;0;11;69;0;0
0;24;15;634;12;0;9;77;0;0
0;44;15;643;14;0;13;72;0;0
0;28;14;625;33;0;8;57;0;0
1;98;34;1239;27;0;14;57;0;0
0;58;23;905;21;0;14;64;0;0
0;32;13;456;14;0;11;73;0;0
1;59;23;674;18;0;15;65;0;0
0;76;29;1053;14;0;13;70;0;0
1;36;12;712;19;0;11;68;0;0
0;32;20;486;17;0;13;68;0;0
1;47;21;707;15;0;17;67;0;0
0;97;38;1167;22;0;17;60;0;0
1;60;26;1135;22;0;12;64;0;0
0;46;23;846;20;0;13;65;0;0
0;48;18;809;18;0;13;68;0;0
1;77;26;1107;19;1;13;65;0;0
0;96;40;1096;12;0;15;71;0;0
1;59;23;898;33;0;12;53;0;0
0;64;27;894;11;0;14;74;0;0
0;64;27;736;10;0;16;71;0;0
1;75;28;1015;13;0;17;67;0;0
0;37;20;708;26;1;11;60;0;0
1;74;23;1102;25;0;12;61;0;0
0;90;37;1056;17;0;16;65;0;0
1;52;19;658;25;1;14;59;0;0
0;52;23;921;23;0;13;62;0;0
0;40;14;621;16;1;11;70;0;0
1;29;8;449;25;1;11;61;0;0
0;58;29;919;21;0;12;66;0;0
1;51;23;969;38;0;10;51;0;0
0;34;18;543;23;0;13;62;0;0
1;75;31;1056;27;0;11;60;0;0
0;109;47;1466;19;0;16;63;0;0
1;62;25;946;19;0;10;69;0;0
0;59;25;871;15;0;12;72;0;0
1;51;20;770;28;0;11;59;0;0
0;25;14;435;38;0;8;51;0;0
1;71;28;1004;16;1;14;66;0;0
0;104;46;1531;20;0;12;66;0;0
1;49;23;595;12;0;14;71;0;0
0;75;26;967;25;0;13;59;0;0
0;47;18;616;15;0;15;68;0;0
0;70;31;1182;22;0;11;65;0;0
1;52;17;716;32;0;13;54;0;0
0;23;12;566;38;0;7;53;0;0
1;38;14;568;20;0;13;66;0;0
0;70;26;992;26;0;12;60;0;0
0;32;12;462;22;0;17;59;0;0
0;52;26;837;12;0;13;73;0;0
1;47;20;790;25;0;12;61;0;0
0;58;27;800;5;0;16;78;0;0
0;41;15;489;16;0;15;67;0;0
0;70;27;890;13;0;15;71;0;0
1;73;25;1242;31;0;13;54;0;0
0;108;43;1535;26;0;11;62;0;0
1;63;23;758;15;0;15;69;0;0
0;38;18;624;11;0;13;74;0;0
1;63;25;886;13;0;13;71;0;0
0;53;25;833;18;0;14;67;0;0
0;33;16;532;16;0;10;72;0;0
1;63;26;868;10;0;17;71;0;0
0;94;44;1369;19;0;15;64;0;0
0;55;24;973;23;0;11;64;0;0
1;57;22;733;31;0;13;55;0;0
0;78;33;1017;6;0;16;76;0;0
1;62;22;929;11;0;11;76;0;0
0;76;34;1061;18;0;14;66;0;0
0;43;21;637;29;0;11;59;0;0
1;84;29;1068;22;1;16;60;0;0
0;29;14;555;31;0;9;58;0;0
1;36;19;682;17;0;11;70;0;0
0;56;23;920;20;0;14;64;0;0
0;56;24;885;25;0;11;62;0;0
0;33;10;510;2;0;13;82;0;0
1;49;17;606;17;0;16;65;0;0
0;102;44;1391;10;0;14;75;0;0
1;97;37;1232;18;0;11;69;0;0
0;31;15;463;20;0;15;62;0;0
0;68;30;1114;26;0;14;58;0;0
1;41;15;529;17;0;14;67;0;0
0;79;37;1371;20;1;11;66;0;0
0;87;38;1132;19;0;15;65;0;0
1;36;15;603;15;0;11;71;0;0
0;73;33;1047;9;1;14;74;0;0
1;54;23;927;26;0;10;62;0;0
0;56;26;875;23;0;15;60;0;0
0;57;18;720;32;1;12;53;0;0
0;24;17;525;28;0;7;63;0;0
0;45;16;751;41;0;11;45;0;0
1;61;24;817;18;0;14;67;0;0
0;95;40;1451;18;0;14;67;0;0
1;65;21;881;7;1;15;75;0;0
0;49;27;986;37;0;9;53;0;0
1;65;24;660;20;0;13;65;0;0
0;95;39;1304;25;0;11;61;0;0
1;39;13;639;24;0;14;61;0;0
0;64;30;954;6;0;15;77;0;0
0;47;21;757;15;0;12;71;0;0
1;43;19;855;31;0;9;58;0;0
0;49;25;772;16;1;12;70;0;0
1;37;22;726;34;0;7;58;0;0
0;49;28;920;26;0;8;64;0;0
1;63;25;949;28;0;10;60;0;0
0;45;18;650;13;0;13;71;0;0
0;44;18;610;12;0;15;71;0;0
0;44;16;677;37;0;13;47;0;0
1;38;15;709;10;0;14;75;0;0
0;94;40;1252;16;0;16;66;0;0
1;60;19;753;15;0;12;72;0;0
0;73;33;1198;10;1;14;73;0;0
1;56;24;765;23;0;13;63;0;0
0;79;33;990;15;0;16;68;0;0
1;37;15;601;26;0;10;63;0;0
0;64;27;972;12;1;13;71;0;0
0;91;40;1182;23;0;9;66;0;0
1;47;24;832;27;0;13;58;0;0
0;32;19;735;33;1;7;57;0;0
1;58;21;759;18;1;14;65;0;0
0;58;24;823;17;0;17;65;0;0
1;41;17;686;31;0;13;54;0;0
0;32;13;501;26;0;15;58;0;0
1;55;20;624;11;0;16;71;0;0
0;94;39;1179;20;0;15;64;0;0
0;48;22;816;27;0;11;61;0;0
1;83;36;1291;22;0;12;64;0;0
0;38;19;776;33;0;8;56;0;0
1;44;12;596;20;0;13;66;0;0
0;45;23;727;24;0;12;62;0;0
1;72;21;698;14;0;16;69;0;0
0;76;33;1052;20;0;15;63;0;0
0;43;17;657;19;0;16;62;0;0
1;59;24;789;26;1;11;60;0;0
0;72;32;910;21;0;16;62;0;0
0;79;36;1123;32;0;10;56;0;0
1;69;26;915;12;0;16;70;0;0
0;63;25;751;18;0;14;66;0;0
0;53;22;687;11;1;15;71;0;0
1;31;13;474;26;0;8;64;0;0
0;61;28;998;15;1;14;68;0;0
1;36;14;544;7;0;13;78;0;0
0;78;34;1043;19;0;13;66;0;0
1;55;18;736;24;0;12;63;0;0
0;58;27;980;30;0;12;56;0;0
1;26;10;447;30;1;13;54;0;0
0;80;32;1017;16;0;17;65;0;0
1;49;14;673;24;1;11;62;0;0
0;47;26;742;24;0;10;64;0;0
1;47;18;742;18;2;9;69;0;0
0;98;32;1307;5;1;16;77;0;0
1;49;15;871;30;0;11;58;0;0
0;57;16;772;20;0;9;69;0;0
0;43;16;587;4;0;16;78;0;0
0;30;13;404;19;0;10;69;0;0
1;34;15;525;17;0;12;70;0;0
0;55;23;756;21;1;16;60;0;0
0;37;18;729;27;0;9;62;0;0
0;95;34;1237;15;0;14;69;0;0
1;49;20;842;33;0;11;54;0;0
0;81;40;1134;14;1;15;68;0;0
1;73;29;947;8;0;16;75;0;0
0;84;37;1188;17;0;16;65;0;0
0;127;51;1840;28;0;12;58;0;0
1;29;11;386;27;2;7;61;0;0
0;56;28;860;16;0;12;70;0;0
1;86;35;1308;25;0;12;62;0;0
0;31;17;789;22;0;7;69;0;0
0;60;28;959;22;0;10;66;0;0
0;65;28;1092;11;0;13;74;0;0
0;35;14;575;26;0;9;62;0;0
1;32;9;431;16;0;14;67;0;0
0;119;52;1607;14;1;16;68;0;0
1;89;36;1216;22;0;14;62;0;0
0;62;31;905;16;0;12;70;0;0
0;67;32;993;18;0;15;65;0;0
1;51;25;747;22;0;10;65;0;0
0;55;28;799;10;0;15;72;0;0
1;37;18;712;22;1;9;66;0;0
0;52;25;971;17;1;13;68;0;0
0;29;16;422;15;0;13;71;0;0
0;56;22;829;18;0;17;64;0;0
1;40;16;788;37;0;10;50;0;0
0;37;18;554;17;0;15;65;0;0
1;39;13;723;27;2;10;59;0;0
0;55;25;852;17;0;15;66;0;0
0;84;36;1212;17;0;14;67;0;0
1;36;17;725;23;1;8;66;0;0
0;34;18;593;20;0;14;65;0;0
1;68;25;1141;28;0;12;58;0;0
0;128;57;1702;11;0;17;70;0;0
1;49;23;828;16;0;12;69;0;0
0;62;25;915;21;0;15;63;0;0
1;70;30;1000;28;0;12;59;0;0
0;67;34;1208;28;0;12;58;0;0
1;33;12;522;17;0;13;68;0;0
0;63;32;950;14;0;13;71;0;0
1;50;13;494;16;0;17;64;0;0
0;60;25;817;19;2;13;64;0;0
0;52;20;823;33;0;12;54;0;0
1;32;16;625;28;0;8;62;0;0
0;41;21;634;11;0;12;75;0;0
1;48;21;782;23;0;9;65;0;0
0;99;48;1378;14;0;14;70;0;0
1;38;14;559;19;1;10;68;0;0
0;65;28;997;19;0;15;65;0;0
0;91;32;1246;25;0;11;62;0;0
1;64;25;839;18;0;16;64;0;0
0;28;12;389;14;1;9;75;0;0
1;63;25;900;20;0;13;65;0;0
0;86;35;1320;29;0;12;56;0;0
0;62;21;753;20;2;14;62;0;0
1;45;19;729;31;0;9;58;0;0
0;58;24;1003;19;0;12;66;0;0
0;60;28;1037;31;0;10;57;0;0
0;55;21;620;20;0;19;59;0;0
0;39;15;589;11;0;14;73;0;0
1;36;17;662;18;1;11;69;0;0
0;63;23;967;15;1;11;72;0;0
1;67;25;742;15;0;17;67;0;0
0;32;18;688;15;0;9;75;0;0
1;60;23;799;18;0;11;69;0;0
0;63;23;947;18;0;11;68;0;0
1;59;20;591;10;0;17;72;0;0
0;26;9;356;26;1;14;57;0;0
1;41;15;682;25;1;10;62;0;0
0;95;39;1432;12;1;15;70;0;0
0;44;19;765;27;1;10;60;0;0
1;77;36;1227;24;0;10;64;0;0
0;63;30;903;22;0;14;62;0;0
1;65;27;983;23;0;12;63;0;0
0;58;32;978;7;1;13;76;0;0
1;44;16;609;21;1;13;63;0;0
0;41;18;742;12;0;11;75;0;0
0;33;12;463;23;1;16;58;0;0
1;33;14;551;5;0;11;83;0;0
0;53;21;766;22;1;10;65;0;0
1;51;24;947;27;0;11;61;0;0
0;34;18;523;15;0;13;70;0;0
1;39;14;529;12;0;15;70;0;0
0;56;23;678;10;1;16;72;0;0
1;72;19;579;14;0;20;63;0;0
0;55;30;920;23;0;11;65;0;0
1;89;39;1281;14;0;14;70;0;0
0;62;20;718;14;1;16;67;0;0
0;75;30;990;33;0;13;53;0;0
1;42;15;583;16;0;13;69;0;0
0;135;63;1938;19;0;15;65;0;0
1;54;20;751;17;0;14;67;0;0
0;55;24;792;20;1;16;62;0;0
0;79;33;1022;11;0;15;72;0;0
1;52;15;572;10;0;13;75;0;0
0;79;36;1188;32;0;11;55;0;0
1;98;41;1091;14;0;17;67;0;0
0;56;31;815;20;0;13;66;0;0
1;41;13;604;22;0;18;59;0;0
0;33;18;700;18;0;9;71;0;0
0;73;21;900;13;0;14;71;0;0
0;58;19;695;11;0;16;71;0;0
1;45;19;681;30;2;11;56;0;0
0;81;37;1325;10;1;13;74;0;0
1;51;17;705;14;0;13;71;0;0
0;110;48;1376;20;0;14;64;0;0
0;67;30;881;22;0;16;61;0;0
0;77;33;1260;29;0;12;57;0;0
1;55;19;673;19;1;14;64;0;0
0;27;12;446;21;0;14;63;0;0
1;34;12;585;25;2;7;65;0;0
0;71;37;1209;19;0;11;68;0;0
1;63;17;779;8;1;19;71;0;0
0;90;40;1193;18;0;13;67;0;0
1;64;24;810;17;0;14;66;0;0
0;71;28;1025;14;0;17;67;0;0
1;44;14;634;17;2;12;67;0;0
0;83;38;1186;20;0;14;65;0;0
1;33;12;662;38;0;9;51;0;0
0;92;41;1312;13;0;14;70;0;0
1;57;19;770;14;0;16;68;0;0
0;74;32;1140;21;1;14;62;0;0
0;44;20;791;22;0;12;65;0;0
1;42;14;421;10;0;20;68;0;0
0;35;17;534;15;0;12;70;0;0
0;38;21;775;24;0;8;66;0;0
1;52;21;916;40;0;10;48;0;0
0;39;16;697;24;0;8;66;0;0
1;73;24;866;16;0;14;68;0;0
0;60;29;1022;23;0;9;66;0;0
1;52;17;837;18;0;10;69;0;0
0;49;27;783;9;0;14;75;0;0
1;64;27;1077;27;0;11;61;0;0
0;67;30;818;15;0;13;71;0;0
1;73;34;1176;19;0;12;67;0;0
0;59;27;718;5;1;16;76;0;0
1;94;38;1243;25;0;16;58;0;0
0;96;48;1445;8;1;15;75;0;0
1;58;22;894;21;0;13;63;0;0
0;66;28;819;11;0;15;72;0;0
1;64;27;918;17;0;12;69;0;0
0;52;25;774;11;0;12;76;0;0
0;77;30;1084;18;0;11;70;0;0
1;51;18;641;16;1;18;64;0;0
0;85;33;1136;13;0;16;70;0;0
1;46;15;736;26;1;14;57;0;0
0;124;50;1490;16;0;15;67;0;0
0;77;26;1009;10;0;14;75;0;0
0;84;32;1156;17;0;15;66;0;0
0;30;11;467;10;1;10;78;0;0
1;43;19;695;15;0;15;69;0;0
0;54;23;1028;27;0;13;58;0;0
1;93;30;1245;22;1;11;64;0;0
0;33;16;612;12;0;12;74;0;0
1;41;14;655;10;2;14;73;0;0
0;55;23;920;17;0;11;71;0;0
1;62;26;913;25;1;10;62;0;0
0;112;56;1634;9;0;15;74;0;0
0;68;26;840;22;0;13;62;0;0
1;51;21;741;21;0;16;62;0;0
0;41;19;612;12;0;12;75;0;0
0;56;24;861;23;0;11;64;0;0
1;54;18;711;15;0;15;68;0;0
0;67;32;855;12;0;17;68;0;0
0;58;20;731;25;0;15;59;0;0
1;42;18;695;24;0;10;64;0;0
0;87;41;1422;10;0;15;74;0;0
1;40;20;784;20;1;9;69;0;0
0;88;48;1449;15;1;14;68;0;0
0;62;28;967;19;1;13;66;0;0
1;49;17;662;8;1;15;74;0;0
0;46;27;717;25;0;9;64;0;0
0;76;31;1136;18;0;17;64;0;0
1;60;21;946;29;0;13;56;0;0
0;52;21;608;2;0;16;80;0;0
0;110;44;1385;27;0;14;57;0;0
1;34;12;633;36;1;9;52;0;0
0;40;15;516;13;0;18;68;0;0
0;47;17;523;9;0;17;72;0;0
1;52;18;690;15;0;14;70;0;0
0;94;43;1207;8;1;15;74;0;0
1;46;19;640;16;0;11;70;0;0
0;81;37;1368;19;0;10;69;0;0
1;63;24;863;24;0;12;63;0;0
0;57;25;794;23;0;14;61;0;0
1;51;20;936;27;0;12;59;0;0
0;45;21;655;9;0;14;75;0;0
1;55;24;862;25;0;11;62;0;0
0;47;20;893;15;0;11;72;0;0
0;34;17;665;24;0;8;66;0;0
1;23;13;511;21;0;10;67;0;0
0;57;28;789;15;0;12;71;0;0
1;40;15;628;20;1;16;61;0;0
0;74;33;1261;21;0;14;62;0;0
1;89;36;1162;25;0;14;60;0;0
0;73;31;957;14;1;15;68;0;0
1;45;25;869;21;0;11;66;0;0
0;59;27;763;20;0;15;64;0;0
0;55;20;692;16;1;17;65;0;0
1;51;16;639;24;0;15;59;0;0
0;52;29;923;29;1;8;60;0;0
1;62;23;841;15;0;17;66;0;0
0;56;23;799;23;0;13;61;0;0
0;64;21;742;23;0;13;62;0;0
1;44;14;614;16;1;11;70;0;0
0;87;39;1134;14;1;15;69;0;0
0;56;23;862;22;0;12;64;0;0
0;47;17;503;16;1;17;64;0;0
0;43;16;603;25;0;14;59;0;0
1;85;37;1134;16;0;14;68;0;0
0;57;23;773;27;0;14;57;0;0
1;60;27;1129;20;1;12;65;0;0
0;67;34;1127;15;0;12;71;0;0
0;50;27;782;24;0;12;63;0;0
0;59;29;859;19;0;14;66;0;0
1;64;30;1177;27;0;10;61;0;0
0;46;17;738;17;1;15;65;0;0
1;97;45;1323;32;1;12;54;0;0
0;77;35;1229;21;1;14;62;0;0
1;71;28;1021;22;0;12;63;0;0
0;49;24;715;10;0;15;74;0;0
1;73;25;742;16;1;15;67;0;0
0;51;25;863;40;0;9;49;0;0
0;50;18;680;21;0;14;63;0;0
0;50;24;864;33;0;8;57;0;0
1;33;11;435;13;0;13;71;0;0
0;64;29;905;25;0;12;61;0;0
1;34;16;518;18;0;12;67;0;0
0;157;62;2029;12;1;17;68;0;0
1;78;35;1227;18;0;13;67;0;0
0;74;38;1386;23;1;10;64;0;0
1;58;26;993;29;0;11;58;0;0
0;67;27;804;16;1;15;66;0;0
1;40;14;692;18;0;13;67;0;0
0;80;29;967;21;0;15;61;0;0
0;57;21;696;19;0;11;68;0;0
1;64;21;780;10;1;16;71;0;0
0;68;29;871;11;0;15;73;0;0
1;79;34;1197;10;1;16;71;0;0
0;97;42;1243;17;0;15;65;0;0
1;38;12;482;14;0;18;66;0;0
0;70;31;962;17;0;16;65;0;0
1;46;17;573;22;0;15;61;0;0
0;54;28;1028;39;0;10;49;0;0
1;68;31;1140;19;0;15;65;0;0
0;122;62;1900;17;1;13;68;0;0
1;39;17;637;30;0;11;58;0;0
0;74;30;934;12;1;16;69;0;0
0;63;32;1068;30;0;12;57;0;0
0;73;29;1026;23;0;11;65;0;0
1;73;27;1049;14;0;15;69;0;0
0;92;47;1389;22;0;13;63;0;0
1;52;17;724;26;0;12;61;0;0
0;87;39;1383;35;0;11;53;0;0
0;41;20;724;28;0;9;61;0;0
1;86;37;1246;15;0;12;72;0;0
0;68;23;874;17;0;18;63;0;0
1;48;21;647;14;1;14;70;0;0
0;63;22;674;9;0;16;72;0;0
0;50;21;757;16;0;14;68;0;0
1;54;20;713;26;0;10;63;0;0
0;70;33;880;3;0;15;81;0;0
1;32;14;630;25;0;9;64;0;0
0;60;34;997;6;0;13;80;0;0
1;48;20;726;24;0;14;60;0;0
0;52;24;869;22;0;12;64;0;0
1;69;25;826;11;0;19;68;0;0
0;75;35;1362;16;0;10;72;0;0
1;51;25;796;15;0;12;71;0;0
0;110;50;1688;10;0;13;74;0;0
1;46;14;422;5;0;21;71;0;0
0;67;24;911;14;0;20;64;0;0
0;45;26;851;29;0;10;60;0;0
1;61;20;798;26;0;12;59;0;0
0;82;37;1018;14;0;15;69;0;0
1;41;15;642;25;1;8;65;0;0
0;73;31;978;15;0;17;65;0;0
1;61;24;840;18;0;13;67;0;0
0;42;22;822;3;1;9;85;0;0
1;52;17;710;24;1;11;63;0;0
0;69;31;983;13;0;14;71;0;0
0;70;24;883;25;0;14;59;0;0
0;57;28;798;24;0;13;62;0;0
0;55;19;597;21;1;16;60;0;0
0;41;18;579;27;0;13;58;0;0
0;46;23;622;33;0;16;49;0;0
0;50;18;748;11;0;16;72;0;0
1;57;21;835;41;0;12;45;0;0
0;63;27;912;17;0;14;68;0;0
1;69;27;988;23;0;13;62;0;0
0;71;32;1085;21;0;16;61;0;0
1;63;26;881;12;1;13;72;0;0
0;83;40;1401;16;1;12;69;0;0
1;79;27;1113;13;1;16;69;0;0
0;59;32;886;14;0;11;72;0;0
1;58;30;1107;39;0;7;52;0;0
0;71;32;1133;24;0;12;63;0;0
1;44;16;644;20;0;14;64;0;0
0;91;33;1223;15;0;17;67;0;0
1;62;22;765;12;0;15;71;0;0
0;38;18;709;13;0;11;74;0;0
0;62;30;980;28;0;11;59;0;0
0;55;23;829;31;0;12;56;0;0
0;102;47;1596;30;0;14;55;0;0
1;42;14;527;9;0;14;75;0;0
0;63;23;1001;10;0;13;75;0;0
0;81;24;844;7;0;14;77;0;0
0;31;15;559;26;0;13;60;0;0
1;113;38;1319;23;0;15;60;0;0
0;69;32;893;20;0;13;64;0;0
1;78;26;1137;15;0;13;70;0;0
0;51;22;641;13;0;14;71;0;0
1;62;17;807;11;1;18;69;0;0
0;53;27;784;13;0;15;70;0;0
1;40;10;405;13;0;15;69;0;0
0;117;49;1585;20;0;15;63;0;0
1;48;20;770;23;0;13;62;0;0
0;32;16;540;21;0;10;67;0;0
0;80;32;1106;34;0;11;53;0;0
1;52;15;681;20;1;14;64;0;0
0;48;25;844;14;0;11;73;0;0
1;53;18;793;17;1;13;67;0;0
0;58;30;807;10;1;14;73;0;0
1;106;39;1363;25;0;14;59;0;0
0;43;24;701;33;0;9;57;0;0
1;58;22;799;32;0;13;53;0;0
0;118;56;1803;19;0;15;63;0;0
0;35;13;676;37;0;11;50;0;0
1;38;15;525;18;0;17;63;0;0
0;50;25;824;26;0;13;59;0;0
1;63;22;806;16;0;16;66;0;0
0;54;30;820;17;0;15;66;0;0
1;49;17;707;14;0;15;69;0;0
0;44;26;790;30;0;8;60;0;0
1;65;26;849;20;1;14;63;0;0
0;47;17;581;7;0;18;73;0;0
1;60;31;995;32;0;9;57;0;0
0;128;51;1600;11;1;14;72;0;0
0;50;17;762;22;0;13;63;0;0
0;79;31;1161;34;0;11;54;0;0
0;25;9;497;24;0;9;64;0;0
0;52;23;993;30;0;9;59;0;0
0;77;32;1110;31;0;11;56;0;0
1;76;25;896;7;1;21;69;0;0
0;77;32;1105;17;0;13;68;0;0
0;46;17;667;16;1;9;72;0;0
1;67;27;1093;23;0;10;65;0;0
0;77;31;1136;14;0;14;71;0;0
1;67;30;889;21;0;10;66;0;0
0;78;30;1116;17;1;14;66;0;0
1;62;23;897;21;1;10;66;0;0
0;30;19;786;27;0;7;64;0;0
1;27;10;411;25;0;11;62;0;0
0;45;27;942;35;0;8;55;0;0
0;44;16;549;16;0;18;63;0;0
0;74;32;1046;30;0;11;57;0;0
1;49;14;602;12;2;12;72;0;0
0;42;25;741;28;0;9;62;0;0
0;65;28;871;21;0;13;64;0;0
1;80;25;1018;30;0;15;52;0;0
0;41;20;597;19;0;15;64;0;0
1;34;17;518;4;0;16;77;0;0
0;93;38;1285;20;0;17;61;0;0
1;53;19;743;15;0;14;69;0;0
0;77;33;987;20;0;15;64;0;0
1;77;32;1273;23;0;15;59;0;0
0;93;39;1196;11;0;16;71;0;0
1;45;23;698;28;0;11;60;0;0
0;89;46;1514;19;0;13;67;0;0
0;60;26;898;22;0;12;63;0;0
1;36;12;553;14;0;10;74;0;0
0;79;30;921;9;0;18;71;0;0
0;70;31;1099;30;0;12;55;0;0
1;44;17;676;13;0;16;70;0;0
0;57;33;958;21;0;10;67;0;0
1;41;16;546;23;0;16;60;0;0
0;74;32;1227;13;0;13;72;0;0
1;22;9;411;37;0;7;55;0;0
0;96;40;1216;14;1;16;68;0;0
1;30;11;588;18;0;12;68;0;0
0;113;46;1542;16;0;15;67;0;0
1;76;32;974;20;0;14;65;0;0
0;44;18;529;8;0;13;78;0;0
1;72;27;1122;34;0;10;53;0;0
0;77;32;1042;25;0;12;62;0;0
0;35;18;597;30;0;8;60;0;0
0;89;36;1292;37;0;11;50;0;0
1;52;15;545;8;0;22;68;0;0
0;64;23;838;23;1;15;59;0;0
0;36;18;570;12;0;12;74;0;0
0;74;35;900;5;0;12;81;0;0
1;40;13;656;22;0;13;63;0;0
0;74;35;1033;6;0;14;78;0;0
0;55;27;968;27;0;9;62;0;0
1;29;11;552;24;1;11;63;0;0
0;17;12;409;20;0;7;73;0;0
0;43;18;684;24;1;10;64;0;0
1;57;20;929;20;2;9;67;0;0
0;72;24;892;8;2;15;73;0;0
1;68;30;1031;21;1;12;64;0;0
0;45;22;695;13;1;14;70;0;0
1;80;35;1043;24;0;13;60;0;0
0;38;20;744;21;0;12;66;0;0
1;57;24;822;29;0;15;55;0;0
0;35;14;517;33;0;9;56;0;0
1;49;19;600;21;1;17;60;0;0
0;77;34;1024;1;0;14;83;0;0
1;35;13;578;12;0;15;71;0;0
0;62;37;1196;27;0;12;59;0;0
1;53;19;940;28;1;12;57;0;0
0;88;47;1308;12;0;15;71;0;0
0;75;31;853;33;0;12;53;0;0
0;70;30;931;21;0;15;62;0;0
1;35;13;607;25;1;13;59;0;0
0;48;21;698;20;0;16;63;0;0
1;54;15;607;20;1;16;60;0;0
0;41;15;450;6;0;21;71;0;0
1;107;46;1578;19;0;13;66;0;0
0;61;27;865;16;1;12;70;0;0
0;81;35;1271;20;0;12;67;0;0
1;66;30;1137;31;0;11;56;0;0
0;77;37;1258;23;0;13;62;0;0
1;95;45;1615;39;0;9;51;0;0
0;77;28;1235;10;1;16;71;0;0
0;45;23;528;19;0;15;65;0;0
0;87;37;1048;15;0;15;68;0;0
1;38;11;444;16;1;11;70;0;0
0;18;9;340;54;0;7;37;0;0
0;46;19;807;27;1;12;59;0;0
1;68;19;748;20;1;16;61;0;0
0;58;29;1050;13;0;13;72;0;0
0;47;17;621;15;0;11;72;0;0
1;39;13;592;25;0;13;60;0;0
0;73;32;1314;18;0;13;68;0;0
0;34;16;607;26;1;10;62;0;0
1;95;44;1590;29;0;12;57;0;0
0;34;18;599;19;0;10;69;0;0
1;88;31;992;11;0;16;70;0;0
0;52;25;807;16;0;14;69;0;0
1;44;16;735;8;0;13;77;0;0
0;48;19;683;10;1;14;73;0;0
1;34;18;619;25;0;10;63;0;0
0;37;17;725;16;0;12;70;0;0
1;51;17;681;19;0;15;65;0;0
0;95;41;1455;21;0;15;63;0;0
1;79;29;1136;35;0;10;54;0;0
0;97;42;1448;22;0;15;61;0;0
1;38;12;579;21;0;12;65;0;0
0;57;30;988;25;0;11;63;0;0
0;29;8;420;16;1;14;68;0;0
1;61;27;935;26;0;10;62;0;0
0;66;28;817;13;0;17;68;0;0
1;55;19;671;11;0;14;73;0;0
0;31;16;571;16;0;12;70;0;0
1;99;46;1487;26;0;11;62;0;0
0;58;26;722;35;0;15;50;0;0
1;49;22;920;34;0;10;55;0;0
0;85;43;1300;16;0;11;70;0;0
0;55;25;730;23;0;13;63;0;0
1;97;36;1481;26;0;10;62;0;0
0;76;31;972;22;0;16;60;0;0
1;54;23;847;11;0;13;74;0;0
0;49;21;550;7;0;14;77;0;0
0;67;38;993;17;0;12;70;0;0
1;36;14;462;13;3;13;69;0;0
0;165;61;2213;20;0;17;61;0;0
1;47;17;763;17;0;10;72;0;0
0;66;31;987;21;1;11;66;0;0
0;40;15;705;22;0;13;62;0;0
0;64;26;893;12;0;16;71;0;0
0;59;24;809;15;0;13;70;0;0
