isWon;countHitChances;countComingOut;turnCount;1;2;3;4;5;6
0;79;32;1196;23;0;15;60;0;0
0;64;32;951;23;0;14;62;0;0
1;79;30;901;18;0;15;65;0;0
0;45;22;726;16;0;13;69;0;0
1;51;17;614;11;0;18;70;0;0
0;52;21;597;2;0;17;79;0;0
0;62;25;787;10;0;18;70;0;0
1;38;17;749;24;1;11;61;0;0
0;62;32;818;20;0;13;64;0;0
1;43;20;876;26;0;10;61;0;0
0;62;30;986;21;1;12;64;0;0
1;39;14;611;14;0;15;70;0;0
0;93;49;1540;31;0;10;57;0;0
0;62;34;1215;27;0;11;60;0;0
1;48;20;838;24;0;10;64;0;0
0;45;20;767;29;0;12;57;0;0
0;75;38;1118;22;0;14;63;0;0
1;47;16;634;24;1;13;60;0;0
0;45;24;784;31;0;10;57;0;0
1;41;14;541;4;1;16;77;0;0
0;35;15;432;20;0;18;61;0;0
0;57;24;825;21;0;10;67;0;0
1;22;10;456;22;1;7;67;0;0
0;88;43;1335;21;0;15;62;0;0
0;54;22;644;13;0;13;73;0;0
1;44;15;617;17;0;14;68;0;0
0;73;32;1031;5;0;15;78;0;0
1;30;13;557;15;0;10;73;0;0
0;33;18;577;7;0;11;80;0;0
0;41;20;688;23;0;14;61;0;0
1;65;24;1151;31;0;13;55;0;0
0;85;37;1167;21;0;16;62;0;0
1;41;18;574;19;0;8;71;0;0
0;46;23;846;19;0;11;68;0;0
1;46;19;549;2;0;15;80;0;0
0;74;41;1424;24;0;10;64;0;0
1;59;18;704;14;1;16;67;0;0
0;51;25;584;6;0;17;74;0;0
1;79;31;1175;13;0;16;69;0;0
0;77;35;1215;19;0;14;65;0;0
0;53;19;667;5;0;15;77;0;0
1;68;22;838;20;0;15;63;0;0
0;37;18;420;18;0;15;66;0;0
0;84;35;1099;14;1;17;66;0;0
1;46;19;561;14;1;12;71;0;0
0;67;23;888;11;0;16;70;0;0
1;49;18;642;17;1;18;63;0;0
0;43;18;715;34;1;11;51;0;0
0;43;13;640;46;0;11;41;0;0
1;29;8;475;12;0;17;69;0;0
0;56;26;923;25;1;10;62;0;0
0;67;27;947;25;0;12;61;0;0
1;46;14;616;20;0;15;63;0;0
0;66;26;802;17;1;14;67;0;0
0;47;18;685;52;0;12;34;0;0
1;27;10;363;18;1;11;68;0;0
0;38;18;626;29;0;10;60;0;0
1;62;21;819;27;0;15;56;0;0
0;72;36;1211;17;0;11;69;0;0
1;38;11;609;37;0;11;50;0;0
0;57;24;729;12;2;16;68;0;0
1;45;15;519;20;0;12;66;0;0
0;58;29;816;14;0;13;70;0;0
1;37;13;569;22;1;10;65;0;0
0;96;44;1325;7;0;20;72;0;0
1;48;18;724;39;0;11;48;0;0
0;103;49;1493;16;0;14;68;0;0
1;47;20;678;8;0;16;74;0;0
0;92;39;1174;22;0;14;62;0;0
1;48;18;766;28;0;8;61;0;0
0;64;32;1121;20;0;10;69;0;0
1;33;11;463;16;0;14;69;0;0
0;43;20;723;32;0;11;56;0;0
1;42;18;703;24;0;11;64;0;0
0;51;24;757;19;0;12;67;0;0
0;55;32;969;31;0;13;54;0;0
0;41;14;501;16;0;12;71;0;0
0;52;26;930;24;0;11;64;0;0
1;66;29;1012;23;0;14;61;0;0
0;53;23;787;27;0;13;58;0;0
1;78;33;1247;22;0;11;65;0;0
0;62;25;964;13;0;15;70;0;0
0;63;20;1038;18;0;12;67;0;0
0;62;24;755;15;1;15;67;0;0
0;69;29;1018;11;0;17;70;0;0
1;58;24;811;22;0;13;64;0;0
0;36;21;669;32;0;11;56;0;0
1;64;30;1063;31;0;10;57;0;0
0;41;21;796;21;0;11;67;0;0
0;65;25;852;13;0;10;75;0;0
0;114;47;1308;13;0;17;68;0;0
1;32;13;587;17;0;12;69;0;0
0;100;46;1289;20;0;15;63;0;0
0;59;29;826;12;0;12;75;0;0
1;32;7;384;12;3;10;73;0;0
0;69;33;1259;18;0;12;69;0;0
1;46;22;787;25;0;9;64;0;0
0;93;46;1583;7;0;14;77;0;0
0;43;20;968;38;0;7;52;0;0
0;81;31;1101;27;0;11;61;0;0
0;27;17;579;24;0;9;66;0;0
1;46;17;698;36;1;12;50;0;0
0;74;37;1119;17;0;14;68;0;0
1;62;25;834;11;0;10;77;0;0
0;61;27;885;14;1;12;71;0;0
1;89;31;1108;12;1;16;69;0;0
0;68;31;1037;28;0;11;60;0;0
0;52;24;789;27;0;12;60;0;0
0;45;23;942;22;0;13;63;0;0
0;60;23;837;18;0;13;68;0;0
1;66;24;912;27;1;13;56;0;0
0;101;50;1423;21;0;13;64;0;0
0;43;15;572;6;0;18;75;0;0
1;31;11;609;18;0;11;70;0;0
0;64;32;936;12;0;14;71;0;0
1;45;15;767;30;0;12;56;0;0
0;81;37;1084;6;0;17;75;0;0
1;41;17;660;24;0;13;60;0;0
0;33;17;576;34;0;8;56;0;0
0;47;26;908;36;0;9;54;0;0
1;56;20;761;26;1;16;56;0;0
0;51;27;735;9;0;14;76;0;0
0;56;31;880;28;0;11;60;0;0
0;48;21;650;17;0;13;69;0;0
0;54;20;557;9;1;17;71;0;0
1;38;13;649;12;1;10;75;0;0
0;44;19;679;15;0;15;68;0;0
1;47;18;754;19;0;11;68;0;0
0;79;35;1027;16;0;14;68;0;0
1;61;28;1025;28;0;11;59;0;0
0;44;18;528;15;0;17;67;0;0
1;28;18;648;26;1;5;66;0;0
0;82;41;1372;20;0;11;67;0;0
1;30;9;392;6;0;12;81;0;0
0;44;25;674;18;1;10;69;0;0
1;61;24;964;23;0;11;65;0;0
0;41;22;792;26;0;9;64;0;0
1;65;30;1000;26;0;11;62;0;0
0;72;34;1083;17;0;14;66;0;0
1;63;21;672;19;0;11;68;0;0
0;70;31;946;21;0;15;62;0;0
1;47;21;798;25;0;10;62;0;0
0;69;28;873;23;1;15;59;0;0
0;72;31;1070;19;0;15;64;0;0
1;57;18;733;17;1;11;69;0;0
0;75;32;857;20;0;12;65;0;0
1;22;8;435;33;0;12;54;0;0
0;54;33;1009;16;0;11;71;0;0
1;25;7;302;4;4;12;79;0;0
0;83;37;1298;19;0;12;67;0;0
0;49;22;872;35;0;11;52;0;0
1;66;20;795;13;1;12;73;0;0
0;113;57;1536;17;0;16;66;0;0
0;50;20;764;24;1;10;63;0;0
1;94;38;1221;7;0;15;76;0;0
0;63;24;806;15;0;14;70;0;0
0;96;53;1617;20;0;13;66;0;0
1;64;26;927;19;0;13;66;0;0
0;74;31;928;5;0;17;76;0;0
0;74;30;878;16;0;16;66;0;0
1;52;21;676;21;1;13;63;0;0
0;94;38;1289;13;0;18;67;0;0
0;54;22;713;22;0;15;61;0;0
1;76;25;1088;31;0;12;55;0;0
0;32;18;623;17;0;15;66;0;0
0;36;18;632;24;0;12;62;0;0
0;60;31;943;27;0;13;59;0;0
1;42;18;815;9;0;12;77;0;0
0;47;22;658;14;0;14;71;0;0
1;39;16;804;26;0;8;64;0;0
0;58;28;1007;9;0;13;76;0;0
1;62;25;775;22;0;13;63;0;0
0;90;34;1094;13;0;17;67;0;0
0;55;22;844;24;0;13;62;0;0
1;43;13;657;21;0;14;63;0;0
0;50;16;646;12;2;15;69;0;0
1;38;14;666;33;2;8;56;0;0
0;45;21;689;20;0;14;65;0;0
0;36;17;550;15;0;13;71;0;0
0;68;24;755;20;0;17;62;0;0
1;28;8;498;26;1;10;61;0;0
0;60;33;1027;9;0;13;76;0;0
0;42;19;623;4;1;15;78;0;0
0;69;20;819;14;0;12;72;0;0
0;61;32;1197;21;0;12;65;0;0
0;39;15;636;10;0;12;76;0;0
0;54;21;603;12;0;13;73;0;0
1;43;12;610;10;0;17;72;0;0
0;55;22;844;8;1;14;75;0;0
0;51;22;643;6;0;22;71;0;0
1;38;11;522;16;0;13;69;0;0
0;58;25;797;18;0;12;68;0;0
1;43;13;526;12;0;13;73;0;0
0;87;36;1228;17;0;14;67;0;0
1;58;21;910;30;0;12;56;0;0
0;77;35;1054;10;1;15;72;0;0
1;45;13;606;15;0;16;67;0;0
0;50;22;761;27;0;14;57;0;0
1;69;27;800;14;0;16;67;0;0
0;86;43;1485;9;0;13;76;0;0
1;64;24;805;22;0;15;60;0;0
0;54;29;940;11;0;12;75;0;0
1;43;17;635;16;1;8;73;0;0
0;57;25;744;1;0;15;82;0;0
0;69;34;1256;24;0;12;63;0;0
1;40;20;758;20;0;9;70;0;0
0;83;32;1136;31;0;11;56;0;0
1;52;15;641;11;2;14;72;0;0
0;61;30;920;14;0;17;66;0;0
1;53;18;770;22;0;15;61;0;0
0;32;20;605;23;0;9;66;0;0
1;55;21;841;17;0;14;67;0;0
0;108;53;1887;18;0;14;66;0;0
1;37;18;730;31;0;8;59;0;0
0;43;24;818;33;0;9;56;0;0
0;55;24;801;25;0;12;62;0;0
1;45;17;722;15;0;11;72;0;0
0;167;62;1810;12;0;17;69;0;0
1;54;23;795;28;0;13;57;0;0
0;51;23;938;14;0;18;67;0;0
1;39;12;551;16;1;14;67;0;0
0;62;27;952;16;0;13;69;0;0
0;73;31;1043;24;0;12;61;0;0
0;68;22;951;28;0;11;60;0;0
1;63;26;861;19;0;16;63;0;0
0;42;22;726;13;1;9;75;0;0
0;61;26;924;31;0;10;58;0;0
0;62;21;979;30;1;12;56;0;0
0;42;20;815;28;0;11;60;0;0
1;51;16;667;26;1;15;56;0;0
0;37;16;543;19;0;10;69;0;0
1;53;16;668;18;0;15;65;0;0
0;61;30;836;12;0;13;73;0;0
0;46;20;593;21;0;12;64;0;0
0;59;26;926;30;0;12;56;0;0
0;79;35;1087;16;0;12;71;0;0
1;65;28;929;20;0;12;66;0;0
0;83;36;1138;20;0;17;62;0;0
1;32;10;493;23;0;13;63;0;0
0;66;34;1217;24;0;11;63;0;0
0;62;25;952;15;0;13;70;0;0
0;59;26;876;21;0;12;66;0;0
1;57;26;995;20;0;12;67;0;0
0;43;19;811;33;0;10;55;0;0
1;32;13;548;13;0;14;71;0;0
0;37;15;566;20;0;15;63;0;0
0;50;13;797;27;0;14;57;0;0
0;76;31;1112;26;0;11;61;0;0
1;38;13;540;17;0;14;67;0;0
0;35;16;552;28;0;13;57;0;0
1;36;12;484;13;1;10;74;0;0
0;122;61;1962;21;0;13;64;0;0
0;27;10;433;24;0;13;60;0;0
1;81;33;969;12;0;19;67;0;0
0;49;25;701;20;1;12;65;0;0
0;30;15;527;23;1;8;66;0;0
1;34;15;604;34;0;11;53;0;0
0;50;24;974;18;0;11;70;0;0
0;66;27;822;17;0;15;65;0;0
0;66;27;1039;14;0;14;70;0;0
1;56;20;781;8;1;14;75;0;0
0;61;26;802;16;0;13;70;0;0
1;79;28;900;13;0;17;67;0;0
0;74;43;1102;14;0;15;70;0;0
1;38;17;505;7;2;17;72;0;0
0;78;39;1201;11;1;12;74;0;0
1;94;30;1157;26;1;13;59;0;0
0;72;33;1112;8;1;12;77;0;0
1;56;19;641;9;1;16;72;0;0
0;31;18;638;14;0;11;74;0;0
1;48;19;768;40;0;11;48;0;0
0;70;29;1152;37;0;13;49;0;0
1;25;9;363;18;1;13;66;0;0
0;80;38;1091;12;1;13;72;0;0
0;83;32;871;14;0;15;70;0;0
0;49;24;710;30;1;12;55;0;0
1;49;17;703;28;0;11;58;0;0
0;94;42;1274;13;0;14;71;0;0
1;49;19;654;17;0;15;66;0;0
0;73;37;1210;16;1;11;71;0;0
0;58;21;799;20;0;17;62;0;0
1;75;30;978;17;0;14;67;0;0
0;70;31;993;15;0;15;68;0;0
1;58;25;900;12;0;10;76;0;0
0;66;32;1047;9;1;13;75;0;0
0;52;24;749;23;0;13;63;0;0
1;54;22;874;38;1;10;49;0;0
0;52;23;702;20;0;13;66;0;0
0;94;40;1364;19;0;14;64;0;0
0;74;23;870;17;0;16;65;0;0
1;36;14;584;15;0;12;71;0;0
0;99;34;1064;5;1;15;76;0;0
1;41;14;823;36;1;9;52;0;0
0;70;31;986;16;0;11;71;0;0
0;101;32;1213;19;1;17;62;0;0
1;32;11;532;34;0;8;57;0;0
0;47;28;1049;13;0;8;77;0;0
1;62;24;997;20;0;12;66;0;0
0;77;30;1026;21;0;14;63;0;0
1;41;18;800;25;0;11;61;0;0
0;40;17;548;27;1;11;60;0;0
0;48;21;707;9;0;13;76;0;0
0;100;36;1207;14;0;16;69;0;0
1;49;18;721;13;1;14;70;0;0
0;66;34;1043;15;0;13;70;0;0
1;48;15;604;21;1;15;61;0;0
0;57;30;1097;17;0;9;72;0;0
1;66;26;1062;29;0;11;58;0;0
0;48;25;627;6;0;15;77;0;0
1;20;7;378;29;2;10;57;0;0
0;29;13;490;5;0;15;78;0;0
0;41;19;725;30;0;9;59;0;0
1;35;11;457;18;2;13;66;0;0
0;105;44;1517;16;0;13;69;0;0
1;32;11;397;5;1;14;78;0;0
0;67;34;1094;25;0;12;61;0;0
0;69;29;924;15;0;12;71;0;0
1;45;18;642;23;0;15;60;0;0
0;45;26;785;23;0;8;68;0;0
1;98;48;1768;22;0;12;65;0;0
0;55;25;836;26;0;12;61;0;0
1;28;7;261;5;0;14;79;0;0
0;53;29;790;30;0;10;58;0;0
1;53;21;743;27;0;10;61;0;0
0;79;40;1346;15;0;15;69;0;0
1;56;18;589;5;1;17;75;0;0
0;67;25;805;19;1;17;61;0;0
0;54;16;574;16;0;13;68;0;0
0;63;31;1000;24;0;11;63;0;0
1;56;23;876;19;0;13;66;0;0
0;32;15;479;19;0;11;68;0;0
1;37;13;567;23;1;11;63;0;0
0;106;37;1268;12;0;17;69;0;0
1;62;20;926;25;0;13;61;0;0
0;50;31;909;16;0;12;70;0;0
1;47;14;553;5;1;13;79;0;0
0;71;30;1074;12;0;13;73;0;0
0;83;38;1372;19;1;12;66;0;0
1;47;18;565;10;0;15;74;0;0
0;62;26;956;6;1;15;76;0;0
0;98;32;1229;27;0;10;61;0;0
1;66;32;999;17;0;13;69;0;0
0;66;28;893;8;0;15;74;0;0
1;46;20;854;23;0;10;65;0;0
0;47;21;839;16;0;12;69;0;0
0;42;18;534;17;0;12;70;0;0
1;39;16;503;14;0;18;66;0;0
0;117;58;1766;17;0;15;66;0;0
0;33;15;494;13;0;17;69;0;0
0;60;20;1064;30;1;12;55;0;0
1;39;11;615;9;0;15;74;0;0
0;31;18;602;40;0;8;51;0;0
1;38;19;672;18;1;11;69;0;0
0;104;45;1247;15;1;16;67;0;0
1;68;25;973;17;1;10;71;0;0
0;83;36;1379;13;1;11;72;0;0
1;42;14;532;15;1;13;69;0;0
0;49;26;972;25;0;9;65;0;0
0;59;32;1025;19;0;10;68;0;0
0;23;10;401;21;0;13;64;0;0
0;61;28;929;15;0;12;71;0;0
1;33;17;663;18;0;10;70;0;0
0;98;45;1470;12;0;14;72;0;0
1;71;23;903;9;0;20;69;0;0
0;36;17;694;20;0;11;66;0;0
0;58;25;914;32;0;12;54;0;0
0;64;25;721;2;0;15;81;0;0
0;87;40;1156;13;0;13;72;0;0
1;53;25;878;27;0;10;61;0;0
0;46;19;735;28;1;11;59;0;0
1;61;25;815;29;0;12;58;0;0
0;63;28;933;8;0;17;74;0;0
1;35;12;486;24;0;8;67;0;0
0;89;42;1186;5;0;18;75;0;0
1;47;18;737;27;1;12;59;0;0
0;51;23;945;27;0;11;60;0;0
0;51;25;832;29;0;11;59;0;0
0;31;15;574;16;1;10;70;0;0
1;40;20;735;29;0;12;58;0;0
0;50;25;860;23;0;10;65;0;0
1;27;6;352;6;6;14;71;0;0
0;38;18;648;10;0;11;77;0;0
0;60;26;837;14;0;13;71;0;0
1;82;34;1195;24;0;11;63;0;0
0;59;29;864;23;0;13;62;0;0
1;44;18;781;26;1;10;61;0;0
0;66;24;885;23;0;15;61;0;0
0;42;15;688;15;1;13;69;0;0
0;69;38;1156;23;0;10;65;0;0
1;68;27;977;17;0;11;70;0;0
0;57;26;837;12;1;12;73;0;0
1;56;27;792;15;0;14;70;0;0
0;52;25;841;18;0;15;66;0;0
1;57;25;912;21;0;13;64;0;0
0;59;29;819;15;0;15;69;0;0
1;60;26;957;34;0;11;54;0;0
0;33;17;653;15;0;11;72;0;0
0;39;18;752;7;0;12;80;0;0
0;48;18;615;17;1;17;63;0;0
1;40;16;500;19;0;10;69;0;0
0;35;16;654;24;0;10;65;0;0
1;69;24;1173;32;1;10;56;0;0
0;51;25;872;24;0;10;64;0;0
1;53;17;641;24;0;15;59;0;0
0;37;26;710;17;0;12;70;0;0
1;37;15;697;32;0;10;57;0;0
0;87;33;1251;26;0;12;60;0;0
1;33;13;530;26;2;6;64;0;0
0;36;15;678;21;0;12;66;0;0
0;35;18;529;23;0;13;62;0;0
0;42;17;581;24;0;14;60;0;0
1;45;14;700;25;1;13;59;0;0
0;47;25;946;20;0;9;70;0;0
1;44;23;753;25;0;9;63;0;0
0;60;29;882;30;0;12;57;0;0
1;52;21;858;15;0;13;70;0;0
0;98;42;1092;11;0;16;72;0;0
1;63;26;874;18;0;12;68;0;0
0;87;36;1263;19;0;14;65;0;0
1;36;16;707;24;0;10;64;0;0
0;40;20;673;28;0;12;59;0;0
1;44;17;771;27;0;8;62;0;0
0;68;29;967;9;1;13;76;0;0
1;62;20;682;6;1;16;75;0;0
0;57;25;741;24;0;16;58;0;0
1;59;18;593;11;0;17;70;0;0
0;64;27;938;22;0;15;60;0;0
1;48;21;814;13;0;14;71;0;0
0;43;16;558;13;0;10;75;0;0
1;50;19;756;17;0;10;70;0;0
0;68;32;943;19;0;14;65;0;0
0;49;23;761;19;0;14;65;0;0
1;33;9;463;29;1;12;56;0;0
0;46;22;644;30;0;11;57;0;0
0;62;23;817;26;0;13;60;0;0
1;61;24;1091;35;0;11;53;0;0
0;70;32;944;25;0;14;59;0;0
1;41;15;606;17;0;13;68;0;0
0;62;22;735;20;1;13;64;0;0
1;57;24;793;33;0;14;51;0;0
0;67;27;947;22;1;10;65;0;0
0;44;18;602;26;0;16;57;0;0
0;77;32;1050;24;0;11;63;0;0
0;56;26;758;12;0;14;72;0;0
1;67;20;834;4;0;19;75;0;0
0;71;33;889;11;0;17;70;0;0
1;44;16;668;14;0;13;70;0;0
0;35;23;802;23;0;10;66;0;0
0;104;37;1261;10;0;14;74;0;0
1;45;19;750;20;1;12;64;0;0
0;82;32;1012;21;0;14;64;0;0
1;43;17;538;20;1;14;64;0;0
0;54;27;774;18;0;14;66;0;0
1;28;9;402;17;0;12;71;0;0
0;101;51;1368;20;0;13;65;0;0
1;70;27;894;23;0;12;63;0;0
0;37;18;486;14;0;14;69;0;0
0;46;16;615;28;0;13;58;0;0
1;39;13;551;26;0;8;64;0;0
0;96;43;1381;18;0;15;65;0;0
1;59;24;803;24;0;15;58;0;0
0;69;27;886;13;0;11;75;0;0
0;72;31;933;19;0;15;65;0;0
1;49;18;698;30;2;11;56;0;0
0;103;51;1552;18;0;12;68;0;0
0;40;21;715;23;0;10;65;0;0
1;79;32;1324;33;0;13;53;0;0
0;39;17;728;22;0;9;66;0;0
1;38;15;829;29;0;9;59;0;0
0;65;31;1071;21;0;12;65;0;0
1;55;22;907;16;0;13;69;0;0
0;48;26;731;23;0;13;62;0;0
1;50;22;840;21;0;13;64;0;0
0;51;23;863;18;0;14;66;0;0
0;93;47;1424;13;0;14;71;0;0
1;47;17;604;12;0;16;71;0;0
0;92;40;1362;22;0;12;63;0;0
1;53;17;741;24;1;11;62;0;0
0;72;32;1246;14;1;14;70;0;0
1;33;12;418;22;0;14;62;0;0
0;72;35;1021;23;0;16;60;0;0
1;63;25;930;20;0;13;65;0;0
0;42;22;693;18;0;13;68;0;0
1;48;19;704;20;1;8;69;0;0
0;120;54;1665;8;0;17;74;0;0
1;97;42;1412;19;0;13;65;0;0
0;58;24;887;23;0;14;62;0;0
1;56;21;792;20;0;13;65;0;0
0;39;19;769;28;0;8;63;0;0
0;58;25;712;29;0;16;54;0;0
0;53;16;619;23;0;13;62;0;0
1;56;19;746;9;0;16;73;0;0
0;39;15;665;28;0;12;57;0;0
1;54;20;1010;27;0;7;63;0;0
0;97;43;1380;14;0;12;71;0;0
1;42;14;598;24;1;12;62;0;0
0;73;31;1012;19;0;16;63;0;0
1;39;12;443;6;0;17;74;0;0
0;60;26;1025;20;2;10;66;0;0
0;45;20;732;34;0;11;53;0;0
1;50;20;755;18;0;9;71;0;0
0;34;18;481;4;1;11;82;0;0
1;47;19;925;28;1;12;57;0;0
0;62;27;866;18;0;14;65;0;0
0;68;31;1010;23;0;13;62;0;0
1;48;19;662;17;1;10;70;0;0
0;67;28;962;10;0;15;73;0;0
1;46;22;717;21;1;12;65;0;0
0;46;19;707;17;0;14;67;0;0
0;26;14;459;17;0;12;69;0;0
1;35;13;467;7;0;16;76;0;0
0;63;23;946;11;1;15;70;0;0
1;58;25;829;23;0;14;62;0;0
0;44;15;567;17;0;18;63;0;0
0;70;32;965;17;0;13;69;0;0
1;73;24;737;10;0;15;73;0;0
0;73;26;1033;24;0;15;58;0;0
0;71;26;1150;28;1;12;57;0;0
1;23;11;650;38;0;7;53;0;0
0;75;30;962;20;0;12;67;0;0
0;66;28;921;28;0;12;57;0;0
1;57;17;636;11;0;13;73;0;0
0;68;40;1198;29;0;12;58;0;0
0;68;24;865;17;0;15;66;0;0
1;52;20;571;17;0;17;64;0;0
0;21;11;429;34;0;10;54;0;0
1;77;32;1099;23;0;16;59;0;0
0;66;33;1115;25;0;11;62;0;0
1;34;10;472;13;1;12;72;0;0
0;40;23;829;22;0;10;67;0;0
1;38;14;519;4;2;15;77;0;0
0;81;38;1226;21;0;14;63;0;0
1;35;12;515;16;0;16;66;0;0
0;49;25;878;18;0;11;69;0;0
0;69;24;839;10;0;14;74;0;0
1;32;15;684;22;0;11;65;0;0
0;75;28;1050;15;0;13;70;0;0
0;90;35;1396;18;1;13;65;0;0
0;64;31;877;31;0;10;57;0;0
1;54;22;815;12;0;13;73;0;0
0;101;44;1317;10;1;16;71;0;0
1;48;17;696;18;1;14;65;0;0
0;64;30;1021;16;0;13;69;0;0
1;72;24;840;18;1;17;62;0;0
0;48;22;556;17;0;16;65;0;0
0;60;25;850;20;0;12;66;0;0
1;66;28;1181;30;0;11;58;0;0
0;67;29;996;17;0;16;66;0;0
1;51;22;830;17;0;12;69;0;0
0;52;27;806;33;0;12;54;0;0
1;37;12;564;20;0;13;66;0;0
0;32;20;731;22;0;9;68;0;0
0;71;28;1225;34;0;12;52;0;0
0;48;20;614;22;0;14;62;0;0
1;80;25;966;16;0;14;68;0;0
0;66;28;1188;32;0;7;59;0;0
0;49;20;738;18;0;13;66;0;0
0;41;20;611;22;0;12;64;0;0
1;58;26;913;33;0;14;52;0;0
0;65;29;964;10;1;15;72;0;0
1;42;15;544;29;1;11;57;0;0
0;45;23;735;17;0;12;70;0;0
1;64;24;777;21;0;18;60;0;0
0;85;41;1353;14;0;13;70;0;0
1;30;11;489;22;0;8;68;0;0
0;64;30;922;16;0;14;68;0;0
1;38;13;554;0;0;20;78;0;0
0;77;31;1151;11;0;21;66;0;0
0;49;21;586;12;0;12;75;0;0
0;70;35;1016;18;0;16;65;0;0
0;38;13;524;14;0;15;70;0;0
1;88;35;1184;20;0;15;62;0;0
0;54;26;812;19;0;13;66;0;0
0;58;22;826;16;0;14;67;0;0
1;53;20;778;24;0;11;63;0;0
0;79;33;1077;15;0;17;66;0;0
1;43;15;685;31;0;13;54;0;0
0;61;34;1036;18;0;12;68;0;0
1;75;30;958;11;1;18;68;0;0
0;35;18;647;22;0;12;64;0;0
0;47;23;740;34;0;11;54;0;0
1;60;24;712;21;0;13;64;0;0
0;32;14;490;10;0;13;75;0;0
0;28;11;409;16;0;15;66;0;0
1;69;23;879;4;0;16;78;0;0
0;61;31;957;8;0;13;77;0;0
0;51;19;643;17;1;12;68;0;0
1;73;31;1077;23;0;14;62;0;0
0;51;19;583;11;0;20;67;0;0
1;68;29;1052;16;0;13;70;0;0
0;82;33;1060;7;0;18;74;0;0
1;70;24;838;27;1;15;56;0;0
0;62;32;1025;22;0;11;66;0;0
1;43;8;460;32;0;19;46;0;0
0;45;18;690;31;0;11;56;0;0
1;40;15;494;18;0;15;65;0;0
0;49;23;754;11;0;12;75;0;0
1;33;12;531;20;0;12;66;0;0
0;78;36;1029;18;0;14;66;0;0
0;32;16;557;18;0;11;70;0;0
1;61;24;835;14;1;13;71;0;0
0;85;43;1464;15;1;13;68;0;0
1;50;13;689;18;0;14;67;0;0
0;32;18;582;45;0;8;46;0;0
1;70;26;1115;29;0;12;58;0;0
0;49;26;780;27;1;11;59;0;0
1;39;15;610;24;0;8;66;0;0
0;41;24;797;18;0;13;68;0;0
0;44;24;817;29;0;9;60;0;0
1;75;33;1030;16;0;14;68;0;0
0;36;15;549;27;0;14;57;0;0
0;101;41;1236;15;0;15;68;0;0
1;51;21;793;23;0;11;63;0;0
0;127;54;1744;21;0;12;65;0;0
0;54;26;970;16;0;11;71;0;0
1;46;18;668;19;0;14;65;0;0
0;61;28;842;20;0;14;64;0;0
0;57;20;906;16;0;15;67;0;0
1;59;27;989;22;1;11;65;0;0
0;38;20;680;11;0;10;77;0;0
1;79;29;1032;26;0;13;59;0;0
0;73;31;1007;11;0;16;70;0;0
1;32;15;668;40;0;7;51;0;0
0;87;43;1566;18;0;10;71;0;0
0;40;16;623;26;0;12;60;0;0
1;74;29;942;10;0;13;74;0;0
0;72;41;1114;18;0;13;67;0;0
1;61;25;918;28;0;12;59;0;0
0;75;35;1036;29;0;12;57;0;0
0;36;18;599;17;0;11;70;0;0
1;41;15;762;31;0;12;56;0;0
0;32;22;712;20;0;8;70;0;0
1;91;40;1377;26;0;10;62;0;0
0;57;24;766;19;1;13;66;0;0
1;62;31;1071;32;0;12;54;0;0
0;106;43;1335;21;1;15;62;0;0
0;44;17;614;16;0;14;68;0;0
1;48;20;769;15;0;12;71;0;0
0;96;39;1108;12;0;18;68;0;0
1;43;18;698;17;0;14;67;0;0
0;26;10;469;15;0;12;70;0;0
1;72;28;926;15;0;17;67;0;0
0;84;29;963;10;1;16;71;0;0
1;70;27;1000;27;0;13;58;0;0
0;64;30;1104;23;0;12;64;0;0
1;97;41;1593;22;0;15;62;0;0
0;65;24;790;11;0;15;72;0;0
0;67;18;768;10;1;16;72;0;0
1;79;29;1101;22;0;12;63;0;0
0;37;22;667;14;0;9;75;0;0
1;39;19;890;31;0;6;61;0;0
0;104;45;1404;11;0;13;74;0;0
1;51;20;737;23;1;13;61;0;0
0;65;29;912;17;0;16;65;0;0
0;50;16;594;12;0;17;69;0;0
0;39;17;406;6;0;21;71;0;0
1;64;25;828;14;1;14;70;0;0
0;77;40;1166;16;0;13;69;0;0
0;75;40;1240;25;0;11;62;0;0
1;34;13;547;11;0;18;70;0;0
0;46;22;873;30;0;9;59;0;0
0;108;45;1569;29;0;13;57;0;0
0;60;29;687;20;0;14;65;0;0
1;34;9;419;9;2;16;71;0;0
0;58;23;925;14;0;15;69;0;0
1;48;18;739;23;0;10;65;0;0
0;29;17;567;14;0;11;72;0;0
1;47;21;833;24;0;11;63;0;0
0;46;20;620;20;0;16;63;0;0
1;52;12;542;9;0;18;71;0;0
0;57;29;1009;18;0;12;68;0;0
1;62;21;911;22;0;12;64;0;0
0;85;41;1221;20;0;15;64;0;0
1;57;25;809;19;0;12;66;0;0
0;72;32;1221;24;1;11;62;0;0
0;61;27;759;25;0;12;61;0;0
0;54;22;678;15;0;12;71;0;0
0;75;26;948;17;0;13;68;0;0
1;66;29;1121;31;0;12;54;0;0
0;69;33;1005;6;0;11;81;0;0
0;43;16;631;26;0;13;59;0;0
1;62;19;765;18;0;14;66;0;0
0;79;37;1019;19;0;13;66;0;0
1;41;11;520;10;0;22;66;0;0
0;30;17;724;12;0;9;78;0;0
1;50;17;570;15;1;12;71;0;0
0;35;19;617;16;0;12;71;0;0
1;68;25;770;12;0;17;70;0;0
0;66;29;869;16;2;15;66;0;0
